timestamp,​0x5c95842f9Db0a85315F90B4d6CD92CC93619e8E7,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x709C59829A5EA6783bbfA56C5C267fd71A0F214e,​0x8Cc5F8809Eaa7173567b8CC5AEb3B993e1C5Cfff,​0x736f1536CFd66AE3E27F6d62c67a9D9d9A431326,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xBfed949505faC872018ee70aD521840E9C05a3Ff,​0x46188f0bB4928E3d851Ec8E70CFEd58f17C7D2C8,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x6e316492eD3d5Cba0d8940babC589989D7F59193,​0xD1b3dB7201D8C0c320aEe20E1a106c9b0812057d,​0x7059010320d07a47d2Ad54db88bB89Ea644C3e6F,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x409B512e1cf94500877C5353B2a0C13B2d24914F,​0x728BbE9bbee3Af78Ad611315076621865950B344,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0x8E86521b47D60cE041c9a63A7b8Bc2bAe959a1De,​0x78e8c455c998D5A023ce5df5296702bEad0b4cd1,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0x2C38b7622241958DC0A097D405c468a9176418A3,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x6F601C6123187d4EEF2E5bb6Cd1B1A254B230B7f,​0x738696765dBcB15bbab8dC7b2255d5D30374E592,​0xf00667578c635ee6800Ca41204579B2B38EC8380,​0x8c7AD1C843edD4b24d3B66259Ee50B75D22d7612,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0x4a243aacbf35be0F4E9fbF254D25E4a01847B99D,​0xBb1e599e15f2bf248732ef060cadFFeB6363cC4C,​0xeD3fcdfA52464A97C60668e61A7739a54F099905,​0x986748F2eec2f0BEC5a85FBaC06F982ee4a91281,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0xEC11362CeC810985d0EBbd7b73451444985b369F,​0xAE320fFE3236062aC23450AA9840FB4cE168a715,​0xf417D6846c654EcDC5D6C2e65811F984B4dEF9a3,​0x480ea104fF7063Ed0Af41c98d8EF2457afE2a41c,​0x248d09B842142eD5E4ec79d95e62bAA46BFB7738,​0x216f2541F4B612218A2fE17c75a89FACE8F86835,​0xF44B52C11b1c800722E8fDF4aa7F3076339E73c4,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0xb174Ef1aA446998cf6156Fba8664cEEddd7fB211,​0x97deC872013f6B5fB443861090ad931542878126,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0xc640caba272414689b21EbCd60d97b912359504D,​0xA990a4e5fe3040B1a8B30D6eFe9c043f4aEcdb42,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0x397d34604F2b2227F4fb0bFEC2e48D4E85C5aA67,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x90a3D8C8a9247e409F455C4F7DC4092596C223A2,​0x17cBEc31b153242e5C6F42Aa80d3807Bd44e6db7,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xe8EfCF0ff27e9D2150598273716914096d22c246,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x1F8Ad723A8e141a07805a39Ff828F6e9d46865D4,​0xB1dEbeF06e45178F53CD15741e21163461D30FFC,​0x00923B9a074762B93650716333B3E1473A15048e,​0xF0DC29E5fE8BC9490d67b9ab0879729DD03f0c18,​0x34C6F95476700e4dfCdaf28b56b99bc1E24e25F7,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x5adB8d52970CfD8796Bf0FB0b726E4F8Ed406446,​0x1f8A6d8185b76F5ac08f335610a2390DAb3225a8,​0x03882e4Dc1B6d5521B3403cb686D5B9b0157daBd,​0xCA2AA37436c0Ca460476221590eE4573B21dF42E,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x00A2aEbC7E233cd2fFE5AB5856F90f0ad2Fa3CcD,​0x8E949B62a177452f5B327B539eAA63802a3ab6A4,​0x908D676fC76864d3A1Aa161d9D581BF74Bf7b686,​0x766f8A08dD048858cE1C139D87e74728f1E01e99,​0x862563C7f619896ada7249FC5d7C956b0f0Fc94f,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0xB3EF5A313a4522243108f2EC827709A9948be905,​0x6968a989E0fb2D1725c7e2B5b8ae8A79706a03C2,​0xF4aDb9BA51Fde3EaeE89Ce9A60E99992611849fD,​0xF63246f4dF508EBa748DF25DAA8bd96816a668Ba,​0x1b25Cd78c96e5d311D322D93f59fEA85d9E45d1B,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0x2d9E7f7887BB496592430ef62400dd9007925b88,​0xA2345C7DB212Ab9c478B1C206fB9b14C0E7c11C7,​0x54bc3fE4E8C377246aCd5b4c25705c1b4324e859,​0x32Cd1F7BdaE90B87E9b58d25d2ef7b09f6A9B548,​0x1c7ABF4fe3891f01048Dc3A6Cce2Fa272AAfb8C0,​0x3Ed3487EC330f4FF0793B7abab9DD0da040851A0,​0x839E279E912416EBE17860319F177cB10A145070,​0xB9A8dEae8115C7d7B8AED2CE4610C54e023E964F,​0xC4b2C58EdC2de7628A706b9e8B67264F1d43c6BB,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0xc095976BD18181f28626c5D48372DebD7a8Ce8d4,​0x9bd19fE06E5906d22Ed30bbd0578B664d222877F,​0x0aF6a3c73d0a132333562a3906ae6335783a2b3a,​0x37A7D5A1951c0B234156a1e25e94AB90a668C39e,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xa5c309ae3260dAB04BA1E94325a543D01772161D,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0xD79d821EF646626430995f67885904856e43eE17,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x0EeE7bcE7D0A676794fb8186AF5DBe7b6713806a,​0xA5975974cAc3fEfd831E42BDd2fe84cb5eE3B3De,​0x90D1E63Fd61BeDEE4447Ca9398d0d15cdBd4dd42,​0x5D3F542634070284671b87ff25A7e7B008D75d69,Other
1561948615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562015969000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,,,,,,,,,,,,,,,,,34.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1562082973000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
1562150796000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1562218341000,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1562285611000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,,,,,,,,,,,,,,,5.97,,,,,,,,,,,,,,,,,27.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
1562352854000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562419899000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562486913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562553800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1562620679000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562687655000,,0.19,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,12.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1562755228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
1562821814000,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
1562889775000,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562957966000,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
1563025451000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.24,,,,,,,,,,,,,,,10.87,,,,,,,,,,,,,,,,,6.92,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1563091362000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1563158482000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,2.21,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,0.72
1563226501000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563295219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1563362708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,0.10
1563430869000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00
1563496525000,,,,,,,,,,,,,,,,,,,2.10,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,
1563564858000,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,20.41,,,,,,,,,,,,,,,,,15.33,,,,,,,,,3.53,,,,,,,,,,,,,,,13.72,,,,,,,,,,,
1563631313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,1.08
1563698150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,0.03
1563832155000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,
1563899459000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,0.04
1563966329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,
1564101403000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1564235604000,,,,,,,,,,,,,,,,,,,2.23,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,2.25,,,,,,,,,,,8.90
1564302116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1564369151000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10,,,,,,,,,,,,,,,4.15,,,,,,,,,,,0.01
1564436686000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1564503925000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,,,,,,,,,,0.04
1564570789000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,0.00
1564637313000,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,1.69,,,,,,,,,,,0.02
1564705696000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,0.02
1564772699000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,2.63,,,,,,,,,,,1.03
1564839134000,,,,,,,,,,,,,,,,,,,2.04,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,0.11
1564905518000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,0.44
1564972688000,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,0.16
1565039690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42,,,,,,,,,,,
1565106699000,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,2.80,,,,,,,,,,,5.49
1565173880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
1565241308000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0.00
1565308246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,1.03
1565375748000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
1565441736000,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09,,,,,,,,,,,0.66
1565509207000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,0.00
1565576260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
1565643196000,,0.54,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1565776959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1565843533000,,,,,,,,,,,,,,,,,,,0.92,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,1.44,,,,,,,,,1.30,,,,,,,,,,,,,0.00,,5.90,,,,,,,,,,,0.02
1565911450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
1565978340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,0.01,,,,,,,,,,,,,1.14
1566113085000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20
1566246801000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0.00
1566314677000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1566448943000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
1566516026000,,,,,,,,,,,,,,,,,,,1.00,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49,,,,,,,,,,,
1566583035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566649948000,,,,,,,,,,,,,,,,,,,4.55,4.46,,,,,,,,,,,,,,,,,,,,,,,,,40.90,,,,,,,,15.43,,,,,,,,,,,,,,,,,3.57,,,,,,,,2.74,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,1.11
1566717936000,,,,,,,,,,,,,,,,,,,2.30,2.27,,,,,,3.81,,,,,,,1.78,,,,,1.01,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,2.48,8.00,,,,,,,,,,0.92,,,,,,,,,,,,,,,,0.52
1566784085000,,,,,,,,,,,,,,,,,,,1.23,1.22,,,,,,,,,,,,,1.77,,,,,,,,,,,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,,,,4.77,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1566851133000,,,,,,,,,,,,,,,,,,,1.18,1.16,,,,,,,,,,,,,,,,,,,5.00,,,,,,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,
1566920101000,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
1566986635000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.37
1567054177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
1567120257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,
1567187642000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
1567255013000,,,,,,,,,,,,,,,,,,2.22,1.13,1.08,,,,,,,,,,,,,,,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,
1567321929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,0.02
1567389294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567524520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1567591445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,2.00
1567726271000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,0.90
1567794373000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1567860872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1567928417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1567996252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
1568063465000,,,,,,,,,,,,,,31.53,,,,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1568130759000,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
1568198340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1568332434000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,3.50,,,,,,,,,,,,,0.21,,,,,,,,,,,4.00,,1.94
1568400865000,,,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,1.00
1568467502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568535532000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,2.55,,,,,,,,0.00
