timestamp,​0xeDD4029250dFfa95700Aa79685e4a6704123baF2,​0x6F601C6123187d4EEF2E5bb6Cd1B1A254B230B7f,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xA540fb50288cc31639305B1675c70763C334953b,​0xb794a7a563b11420b1CcE92484F8225B4Da7AcF6,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x1b25Cd78c96e5d311D322D93f59fEA85d9E45d1B,​0x8Cc5F8809Eaa7173567b8CC5AEb3B993e1C5Cfff,​0x34C6F95476700e4dfCdaf28b56b99bc1E24e25F7,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x2406A9333378E30B9581B8356bb81B4f9BDFF005,​0x363f1817b1894D353Fa535486c21e865d5Dac931,​0xB449Ed45BE255623FEFAda2bC15A56C121FBa78e,​0x964DBe427373F44cBDBc047839436260442b0424,​0x0Bab9877982a07CB14ce3715BcA4FeC6D4300418,​0x83e1D613D75C9A68976541D5ffA1771286EC675C,​0x07A24C48FdE03705576e7349Fe583CB7aACdCE5B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x33eEF174B6aE625aEb27CBbC98Ba5083ae0bd2eb,​0x5bC124b3F28C301F497D3d44eB5c3225651143cb,​0x4E61008b067BAefa1Ab8019ECd20F2fbCdB8F572,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0x5acDe88CC98c25fF5C568D59c3e77b828D5b91b3,​0x006004fFA18E3cf78fA3b50393ec44C1ab89cF6c,​0x6851C06E306cEea190Ea4b6eebb0Ee28b0881760,​0x216f2541F4B612218A2fE17c75a89FACE8F86835,​0x514671Cc4042F6CD2368214FeDE4548c93eD6B68,​0x26936384C5709B02d4cB2dAC7b7a2b12Be0DC42c,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x00923B9a074762B93650716333B3E1473A15048e,​0x423f665097aDdaB3e2C04C82fAa95D36F252e85b,​0x9ef4ACc2Fd5cde01ECe05BD4e44732a023ed7845,​0x3911C614bE43aC656d818092236Be68e413D2708,​0x2923Be587904F3034FFAB36C86c495Df3C21Bc97,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0x1aEC8F11A7E78dC22477e91Ed924Fab46e3A88Fd,​0x1Ae05b2A552710BfE2B34D9560ccC8600C17EA3c,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0xCFE7Af15B02218029c1B98De179c1c990696d054,​0x74756B75fC77896A88BA3544572cE1595d78D7D9,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xd2346dBe4fc52eCfdfEACcab5eF1eFAa0851c21D,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0xb462FB0098f104E88837a46E5F4FdfB5eBff7D96,​0xf2c753F049A8cd75DF2c7deFEe8fa224E5eAA1aA,​0x2E9dF3B028d0d9511AA1cCC86FA1afE08C9bCD7D,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x134221908E6FC7a78e51B5a7f6009b6AFa4d68dB,​0x7316bC8AB0cb0E3F7e263FC1ca049047435b7848,​0x9F457E0305d0f90Cc09Ca38a1f245E81a10964b1,​0x9553c38A3f986033864e45D6bcdD8F0c9183800a,​0xA77E1550CB41828daB40c9A3e2c4B0F12013405a,​0x4a243aacbf35be0F4E9fbF254D25E4a01847B99D,​0x5c183150df26F39BCB276C7B00AC2c8EcBCd08b5,​0x0EeE7bcE7D0A676794fb8186AF5DBe7b6713806a,​0x12a68d589db8db931fE9dB4d9AC04129d7A91d9f,​0xc5C5B53438A7Fc9CddEA4f0DED2D12FBF75b6c76,​0x6BAa6E8d3E29cB7ef2F78701E29a5CbE53cF9EF7,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0xE068e13E4215B265240E69BAB6b2C9B81430bB21,​0x229779eFD1896e1A4bDC0Acf5CE1DE11C940d102,​0xf18814BaB95a78aA156F837948d12c31B8A8D8e4,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0x862563C7f619896ada7249FC5d7C956b0f0Fc94f,​0x5bCFE2a84D5Bb81d1d4b295c45dfE44a13Ad2134,​0x1F8Ad723A8e141a07805a39Ff828F6e9d46865D4,​0x2Bf5A5bA29E60682fC56B2Fcf9cE07Bef4F6196f,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0x97deC872013f6B5fB443861090ad931542878126,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x217a9690124A172F20cFcE4bfC896789F69c5962,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x8c7AD1C843edD4b24d3B66259Ee50B75D22d7612,​0xD524262feC411a64B019330bE56e9DD19dE63A9b,​0xFADE503916C1D1253646c36c9961AA47bf14bd2D,​0xdC1d21aB1E423027B1699923f2cF029f83Aa71d4,​0x765AD3Ff78415831d9c69dEE1Cd5D56d09736aDc,​0xb0795e611A8B4f3ad023229bb7F72fF493D0910c,​0x533344cFdF2a3E911E2CF4c6f5ED08e791F5355f,​0x89D3Afde089399534aFDB7aD2D05138315Ef45FF,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0xC3b48d8aCd6A89A6D3e2E49e346709877F162709,​0x3F18979B724c3d294164886E75412C86b1F08B64,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0x51B553a31Cf3027f9F5a212027Ac1717B21782B6,​0xf5354C981C24d74f5B287b12606455F25e874885,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,Other
1586036191000,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,
1586102872000,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1586169028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
1586236183000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.00
1586301955000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,
1586368858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,0.01
1586501245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1586568529000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
1586635021000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55
1586701369000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1586767741000,,,,,,,,1.11,,,,,,,,0.16,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,1.13
1586833705000,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.97,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,0.05
1586900049000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,0.02
1586966921000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587033174000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,6.04,,,,,,,,2.33,,,,,,,,,,0.22,,,,,,,,,,,,,,,,5.71,0.19
1587099968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.35,,,,,,,,,,0.64,,,,,1.46,,,,,,1.04,,,,,,
1587167698000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,5.58,,,,,,,,,1.15,,,,,,,,,,,,0.53,,,,,,,,,,,,2.31,,,,,,,,,,,,,7.00,,0.16
1587234387000,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,0.62,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,0.02
1587300847000,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,0.16
1587368133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1587434258000,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.50
1587501138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1587568237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1587634602000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
1587701744000,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.68,,,,,,,,,,0.18,1.03,,,,,,,,,,,,,,,,0.50
1587902337000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1587969951000,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57
1588036978000,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,2.16,,0.41,,,,,,,,,,0.19,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
1588104246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,0.00
1588170340000,,,,,,,,,,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,0.74
1588237076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,1.70,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,3.39,,,,,,,,0.21,1.02,0.29,,,,,,,,,,,,,,,,,0.31
1588305064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,0.44,,,,,,0.04,,,,,,,,,,,,,,,0.52,,,0.16
1588371539000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,0.80,,,0.31,,,,,1.78,,,,,,,,,,,,4.91,,,,1.77,,,0.03
1588438821000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1588506516000,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.04,,,,,,,,,,,,,,,,,,0.78
1588572377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,2.34,,,,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1588638430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1588705743000,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,0.06,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
1588771981000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,0.33,,,0.19,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,2.41,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.73
1588839881000,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,0.16,,,,,,,2.87,,,,,,,,,,,0.17,,,,,,4.34,0.24,,,,,,,,,,,,,,,,2.23,
1588906152000,,,,,,,,,,,,,,,,0.14,,,,,,,,0.91,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
1588972800000,,,,,,,0.50,,,,,,,,,,,,,,,,2.51,0.15,,,,,,,,1.53,,,,,,,2.64,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,0.01
1589040204000,,,,,,,,,,,,,,,,,,,,,,0.05,,1.52,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,,,0.32,,0.55,,,,,1.04,,,,,2.24,,,,,,,,,,,,0.45
1589107927000,,,,,,,0.50,,,,,,,,,,,,,,,,,5.17,,,,,,,,,,,,,,,0.82,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,2.00,,0.32,,10.66,,,,5.29,0.33,,,,,,,,,,,,,,,,8.44,
1589174391000,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,0.54,,,0.79,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,4.40,,,,,3.17,,,0.49,2.08,1.06,,,,,,0.02,,,,,,,,,,,0.15
1589241093000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,3.75,,,,9.79,0.55,,,,,,,,,,,,,,,,,0.95
1589308656000,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589375621000,,,,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,,,2.87,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
1589442351000,,,,,,,,,3.54,,,,,7.55,,,,,,,,,,0.13,,,,,,,,,,,,,,,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,0.13
1589509055000,,,,,,,,,,,,,,0.53,,,,,,,,,,3.10,,,,,,,,4.71,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
1589576701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,2.47,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,
1589644333000,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,2.76,,,,,,,0.01,,,,,,,,,,,,,,5.08,,,,,,,,,,,,,,,,2.30,,,,,,,,,3.02,,,,,,,,,,,,,,,,,,0.74
1589711000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
1589778055000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589845567000,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589913105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1589980117000,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
1590047677000,,,,,,,,,7.32,,,,,,,,,,,1.51,,,,,,,,,,,,5.64,,,,,,,0.02,,,,,,,,0.75,,,,,0.77,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,0.10
1590113970000,,,,,,,,,4.85,,0.76,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,,0.49,,,1.44,,,,,0.52
1590181994000,,,,,,,,,3.66,,,,,,,,,,,0.70,,,,0.08,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,2.54,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,0.02
1590248502000,,,,,,,,,1.22,,2.11,,,,,,,,,1.19,,,,0.18,,,,,,,,2.71,,,,,,,0.77,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,3.03,,,,,4.72,,,0.46,,,,,,3.74,,,,,1.33,,,0.90,,,,,0.03
1590316431000,,,,,,,,,,,1.47,0.59,,,,,,,,0.85,,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,2.88,,,,,,,,,,,,2.08,,,,,
1590383553000,,,,,,,,,,,1.48,,,,,,,,,1.14,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20,,,,,6.37,,,,,0.99,,,,,0.39,,,,,,,,,,,,,,,,,0.54
1590451139000,,,,,,,,,,,,,,,,,,,,0.43,,,,0.20,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590517845000,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590584981000,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590652494000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.30,,0.05,,,,,,,,,,,,,,,,,,,0.49
1590719602000,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,1.60,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,
1590786531000,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,0.25
1590853669000,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590919824000,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590987649000,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591054955000,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1591122115000,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20
1591457899000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1591524138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,0.17
1591590964000,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,
1591725334000,,,,,,0.04,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591793059000,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,0.03
1591859571000,,,,,,,,,,,,,,,,,,,,0.99,,,,0.01,,,,,,,,0.21,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,0.47
1591926628000,,,,,,0.33,,,,,,,,,,,,,,0.26,,,,0.14,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,0.12
1591993124000,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,1.14,,,,,,,,
1592060020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1592126059000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11
1592193218000,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592259061000,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1592326391000,,,,,,,,,,,,,,,,,,,,0.70,,,,0.90,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,
1592393573000,,,,,,,,,,0.35,,,,,,,,,,0.58,,,,5.00,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
1592460543000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,0.07
1592527754000,,,,,,,,,,1.46,,,,,,,,,,0.24,,,,1.45,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,
1592594022000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1592661070000,,,,,,1.30,,,,0.56,,,,,,,,,,0.60,,,,9.98,,,,,,,,,,,,,,,,,,,,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,,,,,,,,0.13
1592727831000,,,,,,0.50,,,,0.65,,6.22,,,,,,,,1.80,,,,0.00,,,,,,,,0.68,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90,0.64,,,,
1592794125000,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,
1592861502000,,,,,,,,,,0.35,,,,,,,,,,0.24,,,,1.11,,,,,,,,0.44,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30,,,,,,,,0.45
